HUBG,"Hub Group, Inc.",NMS,Air Delivery & Freight Services,USA
MLNK,"ModusLink Global Solutions, Inc.",NMS,Air Delivery & Freight Services,USA
RLGT,"Radiant Logistics, Inc.",ASE,Air Delivery & Freight Services,USA
RRTS,"Roadrunner Transportation Systems, Inc.",NYQ,Air Delivery & Freight Services,USA
SINO,"Sino-Global Shipping America, Ltd.",NCM,Air Delivery & Freight Services,USA
UPS,"United Parcel Service, Inc.",NYQ,Air Delivery & Freight Services,USA
XPO,"XPO Logistics, Inc.",NYQ,Air Delivery & Freight Services,USA
AAWW,"Atlas Air Worldwide Holdings, Inc.",NMS,"Air Services, Other",USA
AER,AerCap Holdings N.V.,NYQ,"Air Services, Other",USA
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",NYQ,"Air Services, Other",USA
BICB,"BioCube, Inc.",PNK,"Air Services, Other",USA
ERA,Era Group Inc.,NYQ,"Air Services, Other",USA
MIC,Macquarie Infrastructure Corporation,NYQ,"Air Services, Other",USA
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",NYQ,"Air Services, Other",USA
PHII,"PHI, Inc.",NMS,"Air Services, Other",USA
SKAS,"Saker Aviation Services, Inc.",PNK,"Air Services, Other",USA
AA,Alcoa Corporation,NYQ,Aluminum,USA
ACH,Aluminum Corporation Of China Limited,NYQ,Aluminum,USA
CENX,Century Aluminum Company,NMS,Aluminum,USA
KALU,Kaiser Aluminum Corporation,NMS,Aluminum,USA
AEO,"American Eagle Outfitters, Inc.",NYQ,Apparel Stores,USA
ANF,Abercrombie & Fitch Co.,NYQ,Apparel Stores,USA
ASNA,"Ascena Retail Group, Inc.",NMS,Apparel Stores,USA
BEBE,"Bebe Stores, Inc.",NCM,Apparel Stores,USA
BKE,"The Buckle, Inc.",NYQ,Apparel Stores,USA
BOOT,"Boot Barn Holdings, Inc.",NYQ,Apparel Stores,USA
CACH,Cache Inc.,PNK,Apparel Stores,USA
CATO,The Cato Corporation,NYQ,Apparel Stores,USA
CBK,Christopher & Banks Corporation,NYQ,Apparel Stores,USA
CHKE,Cherokee Inc.,NMS,Apparel Stores,USA
CHS,"Chico's FAS, Inc.",NYQ,Apparel Stores,USA
CTRN,"Citi Trends, Inc.",NMS,Apparel Stores,USA
DEST,Destination Maternity Corporation,NMS,Apparel Stores,USA
DSW,DSW Inc.,NYQ,Apparel Stores,USA
DXLG,"Destination XL Group, Inc.",NMS,Apparel Stores,USA
EXPR,"Express, Inc.",NYQ,Apparel Stores,USA
FRAN,Francesca's Holdings Corporation,NMS,Apparel Stores,USA
GCO,Genesco Inc.,NYQ,Apparel Stores,USA
GES,"Guess', Inc.",NYQ,Apparel Stores,USA
GPS,"The Gap, Inc.",NYQ,Apparel Stores,USA
JWN,"Nordstrom, Inc.",NYQ,Apparel Stores,USA
LB,"L Brands, Inc.",NYQ,Apparel Stores,USA
NWY,"New York & Company, Inc.",NYQ,Apparel Stores,USA
PLCE,"The Children's Place, Inc.",NMS,Apparel Stores,USA
ROST,"Ross Stores, Inc.",NMS,Apparel Stores,USA
SCVL,"Shoe Carnival, Inc.",NMS,Apparel Stores,USA
SMRT,"Stein Mart, Inc.",NMS,Apparel Stores,USA
SSI,"Stage Stores, Inc.",NYQ,Apparel Stores,USA
TLYS,"Tilly's, Inc.",NYQ,Apparel Stores,USA
URBN,"Urban Outfitters, Inc.",NMS,Apparel Stores,USA
IRBT,iRobot Corporation,NMS,Appliances,USA
WHR,Whirlpool Corporation,NYQ,Appliances,USA
ACTA,Actua Corporation,NMS,Application Software,USA
ADBE,Adobe Systems Incorporated,NMS,Application Software,USA
ADVC,Advant-E Corp.,PNK,Application Software,USA
AGYS,"Agilysys, Inc.",NMS,Application Software,USA
ALRM,"Alarm.Com Holdings, Inc.",NMS,Application Software,USA
AMBR,"Amber Road, Inc.",NYQ,Application Software,USA
AMSWA,"American Software, Inc.",NMS,Application Software,USA
ANSS,"Ansys, Inc.",NMS,Application Software,USA
ANY,Sphere 3D Corp.,NCM,Application Software,USA
APHD,Appiphany Technologies Inc.,PNK,Application Software,USA
APPF,"AppFolio, Inc.",NGM,Application Software,USA
APPO,"AlphaPoint Technology, Inc.",PNK,Application Software,USA
APPS,"Digital Turbine, Inc.",NCM,Application Software,USA
ARIS,"ARI Network Services, Inc.",NCM,Application Software,USA
ATEA,Astea International Inc.,PNK,Application Software,USA
AVOI,"Advanced Voice Recognition Systems, Inc.",PNK,Application Software,USA
AWRE,"Aware, Inc.",NGM,Application Software,USA
BCOV,Brightcove Inc.,NMS,Application Software,USA
BLIN,"Bridgeline Digital, Inc.",NCM,Application Software,USA
BNFT,"Benefitfocus, Inc.",NGM,Application Software,USA
BOX,"Box, Inc.",NYQ,Application Software,USA
BSFT,"BroadSoft, Inc.",NMS,Application Software,USA
BSQR,BSQUARE Corporation,NGM,Application Software,USA
BV,"Bazaarvoice, Inc.",NMS,Application Software,USA
CDIF,"Cardiff International, Inc.",PNK,Application Software,USA
CDK,"CDK Global, Inc.",NMS,Application Software,USA
CDNS,"Cadence Design Systems, Inc.",NMS,Application Software,USA
CMCM,Cheetah Mobile Inc.,NYQ,Application Software,USA
CNCK,"Content Checked Holdings, Inc.",PNK,Application Software,USA
CNIT,"China Information Technology, Inc.",NCM,Application Software,USA
CRM,"Salesforce.com, inc.",NYQ,Application Software,USA
CSLT,"Castlight Health, Inc.",NYQ,Application Software,USA
CSOD,"Cornerstone OnDemand, Inc.",NMS,Application Software,USA
CVLT,"Commvault Systems, Inc.",NMS,Application Software,USA
DATA,"Tableau Software, Inc.",NYQ,Application Software,USA
DEAC,Elite Data Services Inc.,PNK,Application Software,USA
DPDM,"Dolphin Digital Media, Inc.",PNK,Application Software,USA
DPSI,"Decisionpoint Systems, Inc.",PNK,Application Software,USA
ECOM,ChannelAdvisor Corporation,NYQ,Application Software,USA
EGOV,NIC Inc.,NMS,Application Software,USA
EIGI,"Endurance International Group Holdings, Inc.",NMS,Application Software,USA
ELLI,"Ellie Mae, Inc.",NYQ,Application Software,USA
EXA,Exa Corporation,NGM,Application Software,USA
EXNT,"EnXnet, Inc.",PNK,Application Software,USA
FALC,"FalconStor Software, Inc.",NCM,Application Software,USA
FEYE,"FireEye, Inc.",NMS,Application Software,USA
FIND,"Findex.com, Inc.",PNK,Application Software,USA
FIVN,"Five9, Inc.",NGM,Application Software,USA
FLKM,"FlikMedia, Inc",PNK,Application Software,USA
FNJN,"Finjan Holdings, Inc.",NCM,Application Software,USA
FTNT,"Fortinet, Inc.",NMS,Application Software,USA
GBSX,GBS Enterprises Incorporated,PNK,Application Software,USA
GSB,"GlobalSCAPE, Inc.",ASE,Application Software,USA
GUID,"Guidance Software, Inc.",NGM,Application Software,USA
HUBS,"HubSpot, Inc.",NYQ,Application Software,USA
HUGE,"Massive Interactive, Inc.",PNK,Application Software,USA
IDN,"Intellicheck, Inc.",ASE,Application Software,USA
IMMR,Immersion Corporation,NMS,Application Software,USA
IMPV,"Imperva, Inc.",NMS,Application Software,USA
INLX,"Intellinetics, Inc.",PNK,Application Software,USA
INTU,Intuit Inc.,NMS,Application Software,USA
INVA,"Innoviva, Inc.",NMS,Application Software,USA
ISNS,"Image Sensing Systems, Inc.",NCM,Application Software,USA
KEYW,The KEYW Holding Corporation,NMS,Application Software,USA
LOGM,"LogMeIn, Inc.",NMS,Application Software,USA
LXFT,"Luxoft Holding, Inc.",NYQ,Application Software,USA
MANH,"Manhattan Associates, Inc.",NMS,Application Software,USA
MATR,Mattersight Corporation,NGM,Application Software,USA
MB,"MINDBODY, Inc.",NGM,Application Software,USA
MBLY,Mobileye N.V.,NYQ,Application Software,USA
MDRX,"Allscripts Healthcare Solutions, Inc.",NMS,Application Software,USA
MGIC,Magic Software Enterprises Ltd.,NMS,Application Software,USA
MITK,"Mitek Systems, Inc.",NCM,Application Software,USA
MJCO,Majesco,ASE,Application Software,USA
MOBL,"MobileIron, Inc.",NMS,Application Software,USA
MODN,"Model N, Inc.",NYQ,Application Software,USA
MRIN,Marin Software Incorporated,NYQ,Application Software,USA
MSTR,MicroStrategy Incorporated,NMS,Application Software,USA
MTLS,Materialise NV,NMS,Application Software,USA
MUSS,"Multi Solutions II, Inc.",PNK,Application Software,USA
MXPT,"MaxPoint Interactive, Inc.",NGM,Application Software,USA
NQ,NQ Mobile Inc.,NYQ,Application Software,USA
NSIT,"Insight Enterprises, Inc.",NMS,Application Software,USA
NTWK,"NetSol Technologies, Inc.",NCM,Application Software,USA
NUAN,"Nuance Communications, Inc.",NMS,Application Software,USA
OHGI,"One Horizon Group, Inc.",NCM,Application Software,USA
OPNT,"Opiant Pharmaceuticals, Inc.",PNK,Application Software,USA
ORCL,Oracle Corporation,NYQ,Application Software,USA
OTEX,Open Text Corporation,NMS,Application Software,USA
PAR,PAR Technology Corporation,NYQ,Application Software,USA
PAYC,"Paycom Software, Inc.",NYQ,Application Software,USA
PCTY,Paylocity Holding Corporation,NMS,Application Software,USA
PDVW,"pdvWireless, Inc.",NCM,Application Software,USA
PFPT,"Proofpoint, Inc.",NGM,Application Software,USA
PFSF,"Pacific Software, Inc.",PNK,Application Software,USA
PLFX,Pulse Evolution Corporation,PNK,Application Software,USA
PLUS,ePlus inc.,NMS,Application Software,USA
PRGS,Progress Software Corporation,NMS,Application Software,USA
PRO,"PROS Holdings, Inc.",NYQ,Application Software,USA
PTI,"Proteostasis Therapeutics, Inc.",NGM,Application Software,USA
PWEB,"Pacific WebWorks, Inc.",PNK,Application Software,USA
QADA,QAD Inc.,NMS,Application Software,USA
QLYS,"Qualys, Inc.",NMS,Application Software,USA
RACK,"Rackwise, Inc.",PNK,Application Software,USA
RHT,"Red Hat, Inc.",NYQ,Application Software,USA
RNG,"RingCentral, Inc.",NYQ,Application Software,USA
RP,"RealPage, Inc.",NMS,Application Software,USA
RPD,"Rapid7, Inc.",NGM,Application Software,USA
RST,Rosetta Stone Inc.,NYQ,Application Software,USA
RUBI,"the Rubicon Project, Inc.",NYQ,Application Software,USA
SAAX,Nouveau Ventures Inc.,PNK,Application Software,USA
SAP,SAP SE,NYQ,Application Software,USA
SEAC,"SeaChange International, Inc.",NMS,Application Software,USA
SHOP,Shopify Inc.,NYQ,Application Software,USA
SMSI,"Smith Micro Software, Inc.",NCM,Application Software,USA
SNCR,"Synchronoss Technologies, Inc.",NMS,Application Software,USA
SOFO,"Sonic Foundry, Inc.",NCM,Application Software,USA
SPLK,Splunk Inc.,NMS,Application Software,USA
SPSC,"SPS Commerce, Inc.",NMS,Application Software,USA
SRNA,Surna Inc.,PNK,Application Software,USA
SSNT,"SilverSun Technologies, Inc.",NCM,Application Software,USA
STMP,Stamps.com Inc.,NMS,Application Software,USA
STOY,Spiral Toys Inc.,PNK,Application Software,USA
SYNA,Synaptics Incorporated,NMS,Application Software,USA
TISA,Top Image Systems Ltd.,NCM,Application Software,USA
TLCC,"Twinlab Consolidated Holdings, Inc.",PNK,Application Software,USA
TRMR,"Tremor Video, Inc.",NYQ,Application Software,USA
TWOU,"2U, Inc.",NMS,Application Software,USA
TYPE,Monotype Imaging Holdings Inc.,NMS,Application Software,USA
UPLD,"Upland Software, Inc.",NGM,Application Software,USA
VCSY,Vertical Computer Systems Inc.,PNK,Application Software,USA
VSMR,Verify Smart Corp.,PNK,Application Software,USA
WDAY,"Workday, Inc.",NYQ,Application Software,USA
WDDD,Worlds Inc.,PNK,Application Software,USA
WK,Workiva Inc.,NYQ,Application Software,USA
XFCH,"X-Factor Communications Holdings, Inc.",PNK,Application Software,USA
XNET,Xunlei Limited,NMS,Application Software,USA
ZEN,"Zendesk, Inc.",NYQ,Application Software,USA
ZIXI,Zix Corporation,NMS,Application Software,USA
AAMC,Altisource Asset Management Corporation,ASE,Asset Management,USA
AB,AllianceBernstein Holding L.P.,NYQ,Asset Management,USA
AMG,"Affiliated Managers Group, Inc.",NYQ,Asset Management,USA
AMP,"Ameriprise Financial, Inc.",NYQ,Asset Management,USA
APAM,Artisan Partners Asset Management Inc.,NYQ,Asset Management,USA
ARES,"Ares Management, L.P.",NYQ,Asset Management,USA
ARGB,"American Retail Group, Inc.",PNK,Asset Management,USA
ASA,ASA Gold and Precious Metals Limited,NYQ,Asset Management,USA
BEN,"Franklin Resources, Inc.",NYQ,Asset Management,USA
BK,The Bank of New York Mellon Corporation,NYQ,Asset Management,USA
BLK,"BlackRock, Inc.",NYQ,Asset Management,USA
BX,The Blackstone Group L.P.,NYQ,Asset Management,USA
CET,Central Securities Corp.,ASE,Asset Management,USA
CG,The Carlyle Group L.P.,NMS,Asset Management,USA
CNS,"Cohen & Steers, Inc.",NYQ,Asset Management,USA
CORR,"CorEnergy Infrastructure Trust, Inc.",NYQ,Asset Management,USA
CSWC,Capital Southwest Corporation,NMS,Asset Management,USA
DHIL,"Diamond Hill Investment Group, Inc.",NMS,Asset Management,USA
ECPG,"Encore Capital Group, Inc.",NMS,Asset Management,USA
EV,Eaton Vance Corp.,NYQ,Asset Management,USA
EVR,Evercore Partners Inc.,NYQ,Asset Management,USA
FIG,Fortress Investment Group LLC,NYQ,Asset Management,USA
FII,"Federated Investors, Inc.",NYQ,Asset Management,USA
FNGN,"Financial Engines, Inc.",NMS,Asset Management,USA
GBL,"GAMCO Investors, Inc.",NYQ,Asset Management,USA
GLCH,"Gleacher & Company, Inc.",PNK,Asset Management,USA
GRNQ,Greenpro Capital Corp.,PNK,Asset Management,USA
GROW,"U.S. Global Investors, Inc.",NCM,Asset Management,USA
HNNA,"Hennessy Advisors, Inc.",NCM,Asset Management,USA
INNO,"Innocap, Inc.",PNK,Asset Management,USA
IVZ,Invesco Ltd.,NYQ,Asset Management,USA
KKR,KKR & Co. L.P.,NYQ,Asset Management,USA
LAZ,Lazard Ltd,NYQ,Asset Management,USA
LM,"Legg Mason, Inc.",NYQ,Asset Management,USA
MC,Moelis & Company,NYQ,Asset Management,USA
MERR,"Merriman Holdings, Inc.",PNK,Asset Management,USA
MN,"Manning & Napier, Inc.",NYQ,Asset Management,USA
NOAH,Noah Holdings Limited,NYQ,Asset Management,USA
NTRS,Northern Trust Corporation,NMS,Asset Management,USA
OAK,"Oaktree Capital Group, LLC",NYQ,Asset Management,USA
OZM,Och-Ziff Capital Management Group LLC,NYQ,Asset Management,USA
PZN,"Pzena Investment Management, Inc",NYQ,Asset Management,USA
RAND,Rand Capital Corporation,NCM,Asset Management,USA
RILY,"B. Riley Financial, Inc.",NGM,Asset Management,USA
SEIC,SEI Investments Co.,NMS,Asset Management,USA
SFE,"Safeguard Scientifics, Inc.",NYQ,Asset Management,USA
STT,State Street Corporation,NYQ,Asset Management,USA
TROW,"T. Rowe Price Group, Inc.",NMS,Asset Management,USA
VOYA,"Voya Financial, Inc.",NYQ,Asset Management,USA
VRTS,"Virtus Investment Partners, Inc.",NMS,Asset Management,USA
WDR,"Waddell & Reed Financial, Inc.",NYQ,Asset Management,USA
WETF,"WisdomTree Investments, Inc.",NMS,Asset Management,USA
WHG,"Westwood Holdings Group, Inc.",NYQ,Asset Management,USA
ZAIS,"ZAIS Group Holdings, Inc.",NCM,Asset Management,USA
ABG,"Asbury Automotive Group, Inc.",NYQ,Auto Dealerships,USA
AN,"AutoNation, Inc.",NYQ,Auto Dealerships,USA
AUTCF,Fincera Inc.,PNK,Auto Dealerships,USA
CALI,China Auto Logistics Inc.,NCM,Auto Dealerships,USA
CPRT,"Copart, Inc.",NMS,Auto Dealerships,USA
CRMT,"America's Car-Mart, Inc.",NMS,Auto Dealerships,USA
GPI,"Group 1 Automotive, Inc.",NYQ,Auto Dealerships,USA
KMX,CarMax Inc.,NYQ,Auto Dealerships,USA
LAD,"Lithia Motors, Inc.",NYQ,Auto Dealerships,USA
PAG,"Penske Automotive Group, Inc.",NYQ,Auto Dealerships,USA
RUSHB,"Rush Enterprises, Inc.",NMS,Auto Dealerships,USA
SAH,"Sonic Automotive, Inc.",NYQ,Auto Dealerships,USA
BLBD,Blue Bird Corporation,NGM,Auto Manufacturers - Major,USA
F,Ford Motor Company,NYQ,Auto Manufacturers - Major,USA
GM,General Motors Company,NYQ,Auto Manufacturers - Major,USA
HMC,"Honda Motor Co., Ltd.",NYQ,Auto Manufacturers - Major,USA
KNDI,"Kandi Technologies Group, Inc.",NMS,Auto Manufacturers - Major,USA
SORL,"SORL Auto Parts, Inc.",NGM,Auto Manufacturers - Major,USA
TM,Toyota Motor Corporation,NYQ,Auto Manufacturers - Major,USA
TSLA,"Tesla, Inc.",NMS,Auto Manufacturers - Major,USA
TTM,Tata Motors Limited,NYQ,Auto Manufacturers - Major,USA
ZAAP,ZAP,PNK,Auto Manufacturers - Major,USA
ALSN,"Allison Transmission Holdings, Inc.",NYQ,Auto Parts,USA
ALV,"Autoliv, Inc.",NYQ,Auto Parts,USA
ATAR,Avatar Ventures Corp.,PNK,Auto Parts,USA
AXL,"American Axle & Manufacturing Holdings, Inc.",NYQ,Auto Parts,USA
BWA,BorgWarner Inc.,NYQ,Auto Parts,USA
CAAS,"China Automotive Systems, Inc.",NCM,Auto Parts,USA
COTE,"Coates International, Ltd.",PNK,Auto Parts,USA
CPS,Cooper-Standard Holdings Inc.,NYQ,Auto Parts,USA
DAN,Dana Incorporated,NYQ,Auto Parts,USA
DLPH,Delphi Automotive PLC,NYQ,Auto Parts,USA
DORM,"Dorman Products, Inc.",NMS,Auto Parts,USA
ENPT,"Enerpulse Technologies, Inc.",PNK,Auto Parts,USA
FDOC,"Fuel Doctor Holdings, Inc.",PNK,Auto Parts,USA
FENX,"Fenix Parts, Inc.",PNK,Auto Parts,USA
GNTX,Gentex Corporation,NMS,Auto Parts,USA
JCI,Johnson Controls International plc,NYQ,Auto Parts,USA
LDL,"Lydall, Inc.",NYQ,Auto Parts,USA
LEA,Lear Corporation,NYQ,Auto Parts,USA
LKQ,LKQ Corporation,NMS,Auto Parts,USA
MLR,"Miller Industries, Inc.",NYQ,Auto Parts,USA
MNRO,"Monro Muffler Brake, Inc.",NMS,Auto Parts,USA
MOD,Modine Manufacturing Company,NYQ,Auto Parts,USA
MPAA,"Motorcar Parts of America, Inc.",NMS,Auto Parts,USA
MTOR,"Meritor, Inc.",NYQ,Auto Parts,USA
PFTI,"Puradyn Filter Technologies, Inc.",PNK,Auto Parts,USA
PLOW,"Douglas Dynamics, Inc.",NYQ,Auto Parts,USA
REMYF,Rémy Cointreau SA,PNK,Auto Parts,USA
REMYY,Rémy Cointreau SA,PNK,Auto Parts,USA
SMP,"Standard Motor Products, Inc.",NYQ,Auto Parts,USA
SRI,"Stoneridge, Inc.",NYQ,Auto Parts,USA
STRT,STRATTEC Security Corporation,NGM,Auto Parts,USA
SUP,"Superior Industries International, Inc.",NYQ,Auto Parts,USA
SYPR,"Sypris Solutions, Inc.",NGM,Auto Parts,USA
TEN,Tenneco Inc.,NYQ,Auto Parts,USA
THRM,Gentherm Incorporated,NMS,Auto Parts,USA
TOWR,"Tower International, Inc.",NYQ,Auto Parts,USA
TXIC,"Tongxin International, Ltd.",PNK,Auto Parts,USA
UFAB,"Unique Fabricating, Inc.",ASE,Auto Parts,USA
UQM,"UQM Technologies, Inc.",ASE,Auto Parts,USA
VC,Visteon Corporation,NYQ,Auto Parts,USA
VOXX,VOXX International Corporation,NMS,Auto Parts,USA
WBC,WABCO Holdings Inc.,NYQ,Auto Parts,USA
WPRT,Westport Fuel Systems Inc.,NMS,Auto Parts,USA
ZX,China Zenix Auto International Limited,NYQ,Auto Parts,USA
AAP,"Advance Auto Parts, Inc.",NYQ,Auto Parts Stores,USA
AZO,"AutoZone, Inc.",NYQ,Auto Parts Stores,USA
ORLY,"O'Reilly Automotive, Inc.",NMS,Auto Parts Stores,USA
CVGI,"Commercial Vehicle Group, Inc.",NMS,Auto Parts Wholesale,USA
MGA,Magna International Inc.,NYQ,Auto Parts Wholesale,USA
AMCO,"Armco Metals Holdings, Inc",PNK,Basic Materials Wholesale,USA
GLP,Global Partners LP,NYQ,Basic Materials Wholesale,USA
BORN,China New Borun Corporation,NYQ,Beverages - Brewers,USA
BREW,"Craft Brew Alliance, Inc.",NMS,Beverages - Brewers,USA
BUD,Anheuser-Busch InBev SA/NV,NYQ,Beverages - Brewers,USA
CCU,Compañía Cervecerías Unidas S.A.,NYQ,Beverages - Brewers,USA
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",NYQ,Beverages - Brewers,USA
MENB,"Mendocino Brewing Company, Inc.",PNK,Beverages - Brewers,USA
SAM,"The Boston Beer Company, Inc.",NYQ,Beverages - Brewers,USA
TAP,Molson Coors Brewing Company,NYQ,Beverages - Brewers,USA
VCO,Viña Concha y Toro S.A.,NYQ,Beverages - Brewers,USA
AKO-A,Embotelladora Andina S.A.,NYQ,Beverages - Soft Drinks,USA
